wl,nr,Kab,Kca,Ks,Kw,Kdm,phiI,phiII,KcaV,KcaZ,Kant,phi,GSV1,GSV2,GSV3,nw
802,1.4345,0,0,0.0408,0.0224,2.3,0.00199,0,0,0,0,0.00084724,0.89477,0.18693,0.00184,1.33
803,1.4346,0,0,0.0403,0.0222,2.3,0.001932,0,0,0,0,0.00082332,0.89285,0.18737,0.00323,1.33
804,1.4346,0,0,0.0399,0.022,2.3,0.001874,0,0,0,0,0.00079958,0.89092,0.1878,0.00461,1.33
805,1.4346,0,0,0.0394,0.022,2.3,0.001818,0,0,0,0,0.00077602,0.88897,0.18823,0.006,1.33
806,1.4346,0,0,0.0389,0.022,2.3,0.001762,0,0,0,0,0.00075264,0.887,0.18866,0.00739,1.33
807,1.4347,0,0,0.0384,0.022,2.3,0.001707,0,0,0,0,0.00072945,0.88501,0.1891,0.00879,1.33
808,1.4347,0,0,0.0379,0.0218,2.3,0.001653,0,0,0,0,0.00070645,0.883,0.18954,0.01019,1.33
809,1.4347,0,0,0.0375,0.0219,2.3,0.0016,0,0,0,0,0.00068366,0.88096,0.18998,0.0116,1.33
810,1.4347,0,0,0.037,0.0219,2.3,0.001548,0,0,0,0,0.00066108,0.87889,0.19043,0.013,1.33
811,1.4347,0,0,0.0366,0.0219,2.3,0.001496,0,0,0,0,0.00063871,0.8768,0.19089,0.01442,1.33
812,1.4347,0,0,0.0362,0.022,2.3,0.001446,0,0,0,0,0.00061656,0.87468,0.19135,0.01583,1.33
813,1.4347,0,0,0.0357,0.0221,2.3,0.001396,0,0,0,0,0.00059463,0.87254,0.19182,0.01725,1.33
814,1.4347,0,0,0.0353,0.0222,2.3,0.001347,0,0,0,0,0.00057294,0.87038,0.19228,0.01867,1.33
815,1.4347,0,0,0.0349,0.0223,2.3,0.001299,0,0,0,0,0.0005515,0.8682,0.19276,0.02009,1.33
816,1.4347,0,0,0.0345,0.0225,2.3,0.001252,0,0,0,0,0.00053029,0.86601,0.19323,0.02151,1.33
817,1.4347,0,0,0.0341,0.0228,2.3,0.001206,0,0,0,0,0.00050934,0.86382,0.1937,0.02292,1.33
818,1.4347,0,0,0.0337,0.023,2.3,0.00116,0,0,0,0,0.00048864,0.86162,0.19416,0.02433,1.33
819,1.4347,0,0,0.0333,0.0231,2.3,0.001116,0,0,0,0,0.00046821,0.85942,0.19463,0.02574,1.33
820,1.4347,0,0,0.0329,0.0233,2.3,0.001072,0,0,0,0,0.00044806,0.85722,0.19509,0.02714,1.33
821,1.4347,0,0,0.0325,0.0239,2.3,0.00103,0,0,0,0,0.00042817,0.85503,0.19554,0.02854,1.33
822,1.4347,0,0,0.0321,0.0245,2.3,0.000988,0,0,0,0,0.00040857,0.85284,0.19599,0.02992,1.33
823,1.4347,0,0,0.0318,0.0248,2.3,0.000947,0,0,0,0,0.00038926,0.85065,0.19644,0.0313,1.33
824,1.4347,0,0,0.0314,0.0252,2.3,0.000907,0,0,0,0,0.00037025,0.84846,0.1969,0.03268,1.33
825,1.4347,0,0,0.031,0.0262,2.3,0.000867,0,0,0,0,0.00035154,0.84627,0.19736,0.03405,1.33
826,1.4348,0,0,0.0307,0.0277,2.3,0.000829,0,0,0,0,0.00033313,0.84407,0.19782,0.03541,1.33
827,1.4348,0,0,0.0303,0.0283,2.3,0.000791,0,0,0,0,0.00031504,0.84186,0.1983,0.03676,1.33
828,1.4348,0,0,0.0299,0.0291,2.3,0.000755,0,0,0,0,0.00029727,0.83963,0.1988,0.03811,1.33
829,1.4348,0,0,0.0295,0.0311,2.3,0.000719,0,0,0,0,0.00027982,0.83739,0.19931,0.03946,1.33
830,1.4348,0,0,0.0292,0.0321,2.3,0.000684,0,0,0,0,0.00026271,0.83513,0.19984,0.04079,1.33
831,1.4348,0,0,0.0289,0.033,2.3,0.00065,0,0,0,0,0.00024594,0.83286,0.20039,0.04212,1.33
832,1.4348,0,0,0.0285,0.0346,2.3,0.000617,0,0,0,0,0.00022952,0.83056,0.20096,0.04345,1.33
833,1.4348,0,0,0.0282,0.0361,2.3,0.000585,0,0,0,0,0.00021344,0.82825,0.20156,0.04477,1.33
834,1.4348,0,0,0.0279,0.0366,2.3,0.000553,0,0,0,0,0.00019772,0.82592,0.20217,0.04608,1.33
835,1.4348,0,0,0.0275,0.037,2.3,0.000523,0,0,0,0,0.00018237,0.82357,0.2028,0.04738,1.33
836,1.4348,0,0,0.0272,0.0379,2.3,0.000493,0,0,0,0,0.00016739,0.82122,0.20344,0.04868,1.33
837,1.4348,0,0,0.0269,0.0383,2.3,0.000464,0,0,0,0,0.00015278,0.81885,0.2041,0.04997,1.33
838,1.4348,0,0,0.0266,0.0385,2.3,0.000436,0,0,0,0,0.00013856,0.81648,0.20477,0.05125,1.33
839,1.4348,0,0,0.0262,0.0391,2.3,0.000409,0,0,0,0,0.00012472,0.81409,0.20545,0.05252,1.33
840,1.4348,0,0,0.0259,0.0395,2.3,0.000383,0,0,0,0,0.00011128,0.81171,0.20614,0.05378,1.33
841,1.4348,0,0,0.0256,0.0397,2.3,0.000357,0,0,0,0,9.82E-05,0.80931,0.20683,0.05504,1.33
842,1.4348,0,0,0.0253,0.04,2.3,0.000333,0,0,0,0,8.56E-05,0.80692,0.20753,0.05628,1.33
843,1.4348,0,0,0.025,0.0404,2.3,0.000309,0,0,0,0,7.34E-05,0.80452,0.20824,0.05751,1.33
844,1.4348,0,0,0.0247,0.0406,2.3,0.000286,0,0,0,0,6.16E-05,0.80212,0.20895,0.05874,1.33
845,1.4348,0,0,0.0244,0.0408,2.3,0.000265,0,0,0,0,5.02E-05,0.79972,0.20966,0.05995,1.33
846,1.4347,0,0,0.0241,0.0412,2.3,0.000244,0,0,0,0,3.93E-05,0.79732,0.21039,0.06115,1.33
847,1.4347,0,0,0.0238,0.0413,2.3,0.000223,0,0,0,0,2.88E-05,0.79492,0.21111,0.06234,1.33
848,1.4347,0,0,0.0235,0.0415,2.3,0.000204,0,0,0,0,1.87E-05,0.79252,0.21185,0.06352,1.33
849,1.4347,0,0,0.0232,0.042,2.3,0.000186,0,0,0,0,9.14E-06,0.79013,0.21258,0.06469,1.33
850,1.4347,0,0,0.0229,0.042,2.3,0.000168,0,0,0,0,0,0.78774,0.21333,0.06585,1.33
851,1.4347,0,0,0.0226,0.0422,2.3,0,0,0,0,0,0,0.78535,0.21407,0.067,1.33
852,1.4347,0,0,0.0224,0.0425,2.3,0,0,0,0,0,0,0.78297,0.21482,0.06813,1.33
853,1.4347,0,0,0.0221,0.0427,2.3,0,0,0,0,0,0,0.78059,0.21558,0.06926,1.33
854,1.4347,0,0,0.0219,0.0428,2.3,0,0,0,0,0,0,0.77822,0.21635,0.07037,1.33
855,1.4347,0,0,0.0216,0.0431,2.3,0,0,0,0,0,0,0.77585,0.21712,0.07146,1.33
856,1.4347,0,0,0.0213,0.0436,2.3,0,0,0,0,0,0,0.77348,0.2179,0.07255,1.33
857,1.4346,0,0,0.0211,0.0437,2.3,0,0,0,0,0,0,0.77112,0.21869,0.07362,1.33
858,1.4346,0,0,0.0208,0.0438,2.3,0,0,0,0,0,0,0.76876,0.2195,0.07468,1.33
859,1.4346,0,0,0.0206,0.0443,2.3,0,0,0,0,0,0,0.76641,0.22031,0.07572,1.33
860,1.4346,0,0,0.0203,0.0445,2.3,0,0,0,0,0,0,0.76405,0.22114,0.07675,1.33
861,1.4346,0,0,0.0201,0.0447,2.3,0,0,0,0,0,0,0.7617,0.22199,0.07776,1.33
862,1.4346,0,0,0.0198,0.0451,2.3,0,0,0,0,0,0,0.75936,0.22285,0.07876,1.33
863,1.4346,0,0,0.0196,0.0453,2.3,0,0,0,0,0,0,0.75702,0.22372,0.07974,1.33
864,1.4346,0,0,0.0194,0.0455,2.3,0,0,0,0,0,0,0.75468,0.2246,0.08071,1.33
865,1.4345,0,0,0.0192,0.0461,2.3,0,0,0,0,0,0,0.75236,0.22549,0.08167,1.33
866,1.4345,0,0,0.0189,0.0466,2.3,0,0,0,0,0,0,0.75005,0.22639,0.08261,1.33
867,1.4345,0,0,0.0187,0.0469,2.3,0,0,0,0,0,0,0.74776,0.2273,0.08354,1.33
868,1.4345,0,0,0.0185,0.0471,2.3,0,0,0,0,0,0,0.74547,0.22822,0.08446,1.33
869,1.4345,0,0,0.0183,0.0471,2.3,0,0,0,0,0,0,0.74321,0.22915,0.08536,1.33
870,1.4345,0,0,0.018,0.0475,2.3,0,0,0,0,0,0,0.74096,0.23008,0.08625,1.33
871,1.4344,0,0,0.0178,0.0483,2.3,0,0,0,0,0,0,0.73874,0.23102,0.08713,1.33
872,1.4344,0,0,0.0176,0.0487,2.3,0,0,0,0,0,0,0.73653,0.23197,0.088,1.33
873,1.4344,0,0,0.0174,0.0489,2.3,0,0,0,0,0,0,0.73435,0.23292,0.08885,1.33
874,1.4344,0,0,0.0172,0.0496,2.3,0,0,0,0,0,0,0.73218,0.23387,0.08969,1.33
875,1.4344,0,0,0.017,0.0501,2.3,0,0,0,0,0,0,0.73003,0.23484,0.09052,1.33
876,1.4343,0,0,0.0168,0.0505,2.3,0,0,0,0,0,0,0.72789,0.23581,0.09133,1.33
877,1.4343,0,0,0.0166,0.0512,2.3,0,0,0,0,0,0,0.72577,0.23678,0.09213,1.33
878,1.4343,0,0,0.0164,0.0515,2.3,0,0,0,0,0,0,0.72366,0.23777,0.09292,1.33
879,1.4343,0,0,0.0162,0.052,2.3,0,0,0,0,0,0,0.72156,0.23876,0.09369,1.33
880,1.4342,0,0,0.016,0.053,2.3,0,0,0,0,0,0,0.71948,0.23976,0.09445,1.33
881,1.4342,0,0,0.0159,0.0535,2.3,0,0,0,0,0,0,0.7174,0.24077,0.09519,1.33
882,1.4342,0,0,0.0157,0.0539,2.3,0,0,0,0,0,0,0.71534,0.24178,0.09592,1.33
883,1.4341,0,0,0.0155,0.0547,2.3,0,0,0,0,0,0,0.71329,0.24281,0.09663,1.33
884,1.4341,0,0,0.0153,0.0553,2.3,0,0,0,0,0,0,0.71124,0.24384,0.09733,1.33
885,1.4341,0,0,0.0152,0.0557,2.3,0,0,0,0,0,0,0.70921,0.24488,0.09802,1.33
886,1.4341,0,0,0.015,0.056,2.3,0,0,0,0,0,0,0.70718,0.24594,0.09869,1.33
887,1.434,0,0,0.0148,0.0565,2.3,0,0,0,0,0,0,0.70516,0.247,0.09935,1.33
888,1.434,0,0,0.0146,0.0575,2.3,0,0,0,0,0,0,0.70315,0.24807,0.09999,1.33
889,1.434,0,0,0.0145,0.0579,2.3,0,0,0,0,0,0,0.70114,0.24915,0.10062,1.33
890,1.434,0,0,0.0143,0.0583,2.3,0,0,0,0,0,0,0.69915,0.25024,0.10123,1.33
891,1.4339,0,0,0.0141,0.0592,2.3,0,0,0,0,0,0,0.69716,0.25134,0.10183,1.33
892,1.4339,0,0,0.014,0.0598,2.3,0,0,0,0,0,0,0.69517,0.25246,0.10241,1.33
893,1.4339,0,0,0.0139,0.0601,2.3,0,0,0,0,0,0,0.69319,0.25357,0.10299,1.33
894,1.4338,0,0,0.0137,0.0604,2.3,0,0,0,0,0,0,0.69123,0.2547,0.10355,1.33
895,1.4338,0,0,0.0136,0.0609,2.3,0,0,0,0,0,0,0.68926,0.25583,0.1041,1.33
896,1.4338,0,0,0.0134,0.0619,2.3,0,0,0,0,0,0,0.68731,0.25697,0.10465,1.33
897,1.4337,0,0,0.0133,0.0623,2.3,0,0,0,0,0,0,0.68537,0.25811,0.10518,1.33
898,1.4337,0,0,0.0131,0.0627,2.3,0,0,0,0,0,0,0.68343,0.25926,0.10572,1.33
899,1.4337,0,0,0.013,0.0636,2.3,0,0,0,0,0,0,0.6815,0.2604,0.10624,1.33
900,1.4337,0,0,0.0129,0.0641,2.3,0,0,0,0,0,0,0.67959,0.26155,0.10677,1.33
901,1.4336,0,0,0.0128,0.0646,2.3,0,0,0,0,0,0,0.67768,0.26269,0.10729,1.33
902,1.4336,0,0,0.0127,0.0656,2.3,0,0,0,0,0,0,0.67578,0.26384,0.1078,1.33
903,1.4336,0,0,0.0126,0.0664,2.3,0,0,0,0,0,0,0.6739,0.26499,0.10831,1.33
904,1.4335,0,0,0.0125,0.0667,2.3,0,0,0,0,0,0,0.67202,0.26614,0.10881,1.33
905,1.4335,0,0,0.0124,0.067,2.3,0,0,0,0,0,0,0.67016,0.2673,0.1093,1.33
906,1.4335,0,0,0.0123,0.0677,2.3,0,0,0,0,0,0,0.66831,0.26847,0.10978,1.33
907,1.4335,0,0,0.0122,0.069,2.3,0,0,0,0,0,0,0.66647,0.26965,0.11024,1.33
908,1.4334,0,0,0.0121,0.0699,2.3,0,0,0,0,0,0,0.66464,0.27084,0.11068,1.33
909,1.4334,0,0,0.012,0.0704,2.3,0,0,0,0,0,0,0.66283,0.27204,0.11111,1.33
910,1.4334,0,0,0.0119,0.0709,2.3,0,0,0,0,0,0,0.66103,0.27325,0.11151,1.33
911,1.4334,0,0,0.0118,0.0719,2.3,0,0,0,0,0,0,0.65924,0.27448,0.11189,1.33
912,1.4333,0,0,0.0117,0.0736,2.3,0,0,0,0,0,0,0.65747,0.27573,0.11225,1.33
913,1.4333,0,0,0.0116,0.0749,2.3,0,0,0,0,0,0,0.65571,0.27699,0.11259,1.33
914,1.4333,0,0,0.0115,0.0756,2.3,0,0,0,0,0,0,0.65396,0.27827,0.1129,1.33
915,1.4332,0,0,0.0114,0.0763,2.3,0,0,0,0,0,0,0.65222,0.27956,0.1132,1.33
916,1.4332,0,0,0.0113,0.0779,2.3,0,0,0,0,0,0,0.6505,0.28087,0.11347,1.33
917,1.4332,0,0,0.0112,0.0809,2.3,0,0,0,0,0,0,0.64878,0.28218,0.11373,1.33
918,1.4331,0,0,0.0111,0.0829,2.3,0,0,0,0,0,0,0.64708,0.28351,0.11397,1.33
919,1.4331,0,0,0.011,0.0841,2.3,0,0,0,0,0,0,0.64538,0.28485,0.11419,1.33
920,1.4331,0,0,0.0109,0.0853,2.3,0,0,0,0,0,0,0.6437,0.2862,0.1144,1.33
921,1.433,0,0,0.0108,0.088,2.3,0,0,0,0,0,0,0.64202,0.28756,0.11459,1.33
922,1.433,0,0,0.0107,0.0927,2.3,0,0,0,0,0,0,0.64035,0.28892,0.11476,1.33
923,1.4329,0,0,0.0106,0.0958,2.3,0,0,0,0,0,0,0.63868,0.2903,0.11492,1.33
924,1.4329,0,0,0.0105,0.0982,2.3,0,0,0,0,0,0,0.63703,0.29169,0.11507,1.33
925,1.4329,0,0,0.0104,0.101,2.3,0,0,0,0,0,0,0.63537,0.29308,0.11521,1.33
926,1.4328,0,0,0.0103,0.104,2.3,0,0,0,0,0,0,0.63372,0.29448,0.11534,1.33
927,1.4328,0,0,0.0102,0.107,2.3,0,0,0,0,0,0,0.63207,0.29589,0.11546,1.33
928,1.4327,0,0,0.0101,0.111,2.3,0,0,0,0,0,0,0.63043,0.2973,0.11557,1.33
929,1.4327,0,0,0.00998,0.119,2.3,0,0,0,0,0,0,0.62878,0.29872,0.11568,1.33
930,1.4327,0,0,0.00988,0.125,2.3,0,0,0,0,0,0,0.62713,0.30014,0.11579,1.33
931,1.4326,0,0,0.00979,0.128,2.3,0,0,0,0,0,0,0.62548,0.30157,0.11589,1.33
932,1.4326,0,0,0.00969,0.133,2.3,0,0,0,0,0,0,0.62383,0.303,0.11599,1.33
933,1.4325,0,0,0.0096,0.137,2.3,0,0,0,0,0,0,0.62217,0.30444,0.11608,1.33
934,1.4325,0,0,0.0095,0.141,2.3,0,0,0,0,0,0,0.62052,0.30587,0.11618,1.33
935,1.4324,0,0,0.0094,0.147,2.3,0,0,0,0,0,0,0.61887,0.3073,0.11628,1.33
936,1.4324,0,0,0.00931,0.156,2.3,0,0,0,0,0,0,0.61722,0.30873,0.11638,1.33
937,1.4324,0,0,0.00921,0.164,2.3,0,0,0,0,0,0,0.61557,0.31016,0.11648,1.33
938,1.4323,0,0,0.00912,0.169,2.3,0,0,0,0,0,0,0.61393,0.31158,0.11658,1.33
939,1.4323,0,0,0.00903,0.173,2.3,0,0,0,0,0,0,0.61229,0.31299,0.11668,1.33
940,1.4322,0,0,0.00893,0.182,2.3,0,0,0,0,0,0,0.61066,0.3144,0.1168,1.33
941,1.4322,0,0,0.00884,0.196,2.3,0,0,0,0,0,0,0.60903,0.31579,0.11691,1.33
942,1.4322,0,0,0.00874,0.205,2.3,0,0,0,0,0,0,0.6074,0.31719,0.11703,1.33
943,1.4321,0,0,0.00865,0.211,2.3,0,0,0,0,0,0,0.60577,0.31858,0.11714,1.33
944,1.4321,0,0,0.00856,0.219,2.3,0,0,0,0,0,0,0.60415,0.31998,0.11724,1.33
945,1.432,0,0,0.00846,0.229,2.3,0,0,0,0,0,0,0.60252,0.3214,0.11733,1.33
946,1.432,0,0,0.00837,0.239,2.3,0,0,0,0,0,0,0.60088,0.32284,0.1174,1.33
947,1.432,0,0,0.00828,0.247,2.3,0,0,0,0,0,0,0.59924,0.3243,0.11745,1.33
948,1.4319,0,0,0.00819,0.254,2.3,0,0,0,0,0,0,0.59758,0.32579,0.11748,1.33
949,1.4319,0,0,0.0081,0.27,2.3,0,0,0,0,0,0,0.59591,0.32732,0.11747,1.33
950,1.4318,0,0,0.008,0.298,2.3,0,0,0,0,0,0,0.59423,0.3289,0.11743,1.33
951,1.4318,0,0,0.00791,0.315,2.3,0,0,0,0,0,0,0.59253,0.33052,0.11735,1.33
952,1.4317,0,0,0.00782,0.327,2.3,0,0,0,0,0,0,0.59082,0.33218,0.11723,1.33
953,1.4317,0,0,0.00773,0.344,2.3,0,0,0,0,0,0,0.58911,0.33386,0.1171,1.33
954,1.4316,0,0,0.00764,0.362,2.3,0,0,0,0,0,0,0.58741,0.33557,0.11694,1.33
955,1.4316,0,0,0.00755,0.379,2.3,0,0,0,0,0,0,0.58573,0.33727,0.11677,1.33
956,1.4316,0,0,0.00746,0.393,2.3,0,0,0,0,0,0,0.58408,0.33898,0.1166,1.33
957,1.4315,0,0,0.00737,0.407,2.3,0,0,0,0,0,0,0.58247,0.34066,0.11643,1.33
958,1.4315,0,0,0.00728,0.418,2.3,0,0,0,0,0,0,0.5809,0.34231,0.11628,1.33
959,1.4314,0,0,0.0072,0.427,2.3,0,0,0,0,0,0,0.57939,0.34392,0.11614,1.33
960,1.4313,0,0,0.00711,0.439,2.3,0,0,0,0,0,0,0.57795,0.34549,0.11603,1.33
961,1.4313,0,0,0.00702,0.454,2.3,0,0,0,0,0,0,0.57657,0.34699,0.11595,1.33
962,1.4312,0,0,0.00693,0.461,2.3,0,0,0,0,0,0,0.57523,0.34846,0.11589,1.33
963,1.4312,0,0,0.00684,0.463,2.3,0,0,0,0,0,0,0.5739,0.34992,0.11583,1.33
964,1.4311,0,0,0.00676,0.466,2.3,0,0,0,0,0,0,0.57254,0.35141,0.11577,1.33
965,1.4311,0,0,0.00667,0.47,2.3,0,0,0,0,0,0,0.57111,0.35294,0.11569,1.33
966,1.431,0,0,0.00659,0.473,2.3,0,0,0,0,0,0,0.56959,0.35455,0.11556,1.33
967,1.431,0,0,0.0065,0.476,2.3,0,0,0,0,0,0,0.56793,0.35627,0.11539,1.33
968,1.4309,0,0,0.00641,0.477,2.3,0,0,0,0,0,0,0.5661,0.35811,0.11516,1.33
969,1.4309,0,0,0.00633,0.479,2.3,0,0,0,0,0,0,0.56406,0.36012,0.11485,1.33
970,1.4308,0,0,0.00624,0.48,2.3,0,0,0,0,0,0,0.56178,0.36232,0.11445,1.33
971,1.4307,0,0,0.00616,0.481,2.3,0,0,0,0,0,0,0.55925,0.36473,0.11395,1.33
972,1.4307,0,0,0.00608,0.483,2.3,0,0,0,0,0,0,0.55649,0.36731,0.11336,1.33
973,1.4306,0,0,0.00599,0.484,2.3,0,0,0,0,0,0,0.55358,0.37003,0.11269,1.33
974,1.4306,0,0,0.00591,0.486,2.3,0,0,0,0,0,0,0.55056,0.37285,0.11197,1.33
975,1.4305,0,0,0.00583,0.487,2.3,0,0,0,0,0,0,0.54749,0.37573,0.1112,1.33
976,1.4304,0,0,0.00575,0.487,2.3,0,0,0,0,0,0,0.54444,0.37862,0.11041,1.33
977,1.4304,0,0,0.00566,0.486,2.3,0,0,0,0,0,0,0.54145,0.3815,0.1096,1.33
978,1.4303,0,0,0.00558,0.486,2.3,0,0,0,0,0,0,0.53859,0.38432,0.1088,1.33
979,1.4302,0,0,0.0055,0.484,2.3,0,0,0,0,0,0,0.53591,0.38703,0.10801,1.33
980,1.4302,0,0,0.00542,0.482,2.3,0,0,0,0,0,0,0.53348,0.38961,0.10726,1.33
981,1.4301,0,0,0.00534,0.48,2.3,0,0,0,0,0,0,0.53132,0.39202,0.10655,1.33
982,1.43,0,0,0.00526,0.479,2.3,0,0,0,0,0,0,0.52942,0.39427,0.10589,1.33
983,1.43,0,0,0.00518,0.476,2.3,0,0,0,0,0,0,0.52774,0.3964,0.10526,1.33
984,1.4299,0,0,0.0051,0.474,2.3,0,0,0,0,0,0,0.52624,0.39841,0.10466,1.33
985,1.4298,0,0,0.00502,0.471,2.3,0,0,0,0,0,0,0.52488,0.40034,0.10409,1.33
986,1.4298,0,0,0.00495,0.468,2.3,0,0,0,0,0,0,0.52364,0.40221,0.10352,1.33
987,1.4297,0,0,0.00487,0.464,2.3,0,0,0,0,0,0,0.52245,0.40403,0.10297,1.33
988,1.4296,0,0,0.00479,0.46,2.3,0,0,0,0,0,0,0.5213,0.40585,0.10242,1.33
989,1.4296,0,0,0.00471,0.457,2.3,0,0,0,0,0,0,0.52013,0.40767,0.10186,1.33
990,1.4295,0,0,0.00464,0.453,2.3,0,0,0,0,0,0,0.51892,0.40952,0.1013,1.33
991,1.4294,0,0,0.00456,0.448,2.3,0,0,0,0,0,0,0.51763,0.41142,0.10071,1.33
992,1.4293,0,0,0.00449,0.443,2.3,0,0,0,0,0,0,0.51626,0.41337,0.10011,1.33
993,1.4293,0,0,0.00441,0.44,2.3,0,0,0,0,0,0,0.51483,0.41536,0.09949,1.33
994,1.4292,0,0,0.00434,0.436,2.3,0,0,0,0,0,0,0.51334,0.41739,0.09886,1.33
995,1.4291,0,0,0.00426,0.432,2.3,0,0,0,0,0,0,0.51182,0.41945,0.09822,1.33
996,1.429,0,0,0.00419,0.427,2.3,0,0,0,0,0,0,0.51026,0.42153,0.09756,1.33
997,1.429,0,0,0.00412,0.422,2.3,0,0,0,0,0,0,0.50868,0.42363,0.0969,1.33
998,1.4289,0,0,0.00404,0.417,2.3,0,0,0,0,0,0,0.50709,0.42574,0.09623,1.33
999,1.4288,0,0,0.00397,0.412,2.3,0,0,0,0,0,0,0.5055,0.42786,0.09555,1.33
1000,1.4287,0,0,0.0039,0.407,2.3,0,0,0,0,0,0,0.50392,0.42997,0.09486,1.33
1001,1.4286,0,0,0.00383,0.402,2.3,0,0,0,0,0,0,0.50237,0.43208,0.09417,1.33
1002,1.4286,0,0,0.00376,0.396,2.3,0,0,0,0,0,0,0.50083,0.43418,0.09348,1.33
1003,1.4285,0,0,0.00369,0.392,2.3,0,0,0,0,0,0,0.49932,0.43627,0.09279,1.33
1004,1.4284,0,0,0.00362,0.387,2.3,0,0,0,0,0,0,0.49782,0.43836,0.09209,1.33
1005,1.4283,0,0,0.00355,0.382,2.3,0,0,0,0,0,0,0.49634,0.44045,0.09138,1.33
1006,1.4282,0,0,0.00348,0.376,2.3,0,0,0,0,0,0,0.49486,0.44254,0.09067,1.33
1007,1.4281,0,0,0.00342,0.37,2.3,0,0,0,0,0,0,0.4934,0.44463,0.08996,1.33
1008,1.4281,0,0,0.00335,0.364,2.3,0,0,0,0,0,0,0.49194,0.44672,0.08925,1.33
1009,1.428,0,0,0.00328,0.358,2.3,0,0,0,0,0,0,0.49049,0.44881,0.08853,1.33
1010,1.4279,0,0,0.00322,0.352,2.3,0,0,0,0,0,0,0.48904,0.45091,0.08781,1.33
1011,1.4278,0,0,0.00315,0.346,2.3,0,0,0,0,0,0,0.48759,0.45301,0.08708,1.33
1012,1.4277,0,0,0.00309,0.34,2.3,0,0,0,0,0,0,0.48614,0.45512,0.08635,1.33
1013,1.4276,0,0,0.00302,0.335,2.3,0,0,0,0,0,0,0.48469,0.45723,0.08561,1.33
1014,1.4275,0,0,0.00296,0.33,2.3,0,0,0,0,0,0,0.48323,0.45936,0.08486,1.33
1015,1.4274,0,0,0.00289,0.324,2.3,0,0,0,0,0,0,0.48178,0.46149,0.08411,1.33
1016,1.4273,0,0,0.00283,0.319,2.3,0,0,0,0,0,0,0.48031,0.46364,0.08334,1.33
1017,1.4273,0,0,0.00277,0.314,2.3,0,0,0,0,0,0,0.47885,0.46579,0.08257,1.33
1018,1.4272,0,0,0.00271,0.309,2.3,0,0,0,0,0,0,0.47737,0.46796,0.08178,1.33
1019,1.4271,0,0,0.00265,0.302,2.3,0,0,0,0,0,0,0.47589,0.47015,0.08098,1.33
1020,1.427,0,0,0.00259,0.296,2.3,0,0,0,0,0,0,0.4744,0.47234,0.08017,1.33
1021,1.4269,0,0,0.00253,0.29,2.3,0,0,0,0,0,0,0.47291,0.47456,0.07933,1.33
1022,1.4268,0,0,0.00247,0.284,2.3,0,0,0,0,0,0,0.47141,0.47678,0.07849,1.33
1023,1.4267,0,0,0.00241,0.278,2.3,0,0,0,0,0,0,0.4699,0.47902,0.07763,1.33
1024,1.4266,0,0,0.00235,0.272,2.3,0,0,0,0,0,0,0.46839,0.48126,0.07676,1.33
1025,1.4265,0,0,0.00229,0.267,2.3,0,0,0,0,0,0,0.46688,0.48351,0.07588,1.33
1026,1.4264,0,0,0.00223,0.262,2.3,0,0,0,0,0,0,0.46537,0.48577,0.075,1.33
1027,1.4264,0,0,0.00218,0.257,2.3,0,0,0,0,0,0,0.46386,0.48802,0.0741,1.33
1028,1.4263,0,0,0.00212,0.251,2.3,0,0,0,0,0,0,0.46235,0.49028,0.0732,1.33
1029,1.4262,0,0,0.00207,0.244,2.3,0,0,0,0,0,0,0.46086,0.49252,0.0723,1.33
1030,1.4261,0,0,0.00201,0.239,2.3,0,0,0,0,0,0,0.45937,0.49477,0.0714,1.33
1031,1.426,0,0,0.00196,0.236,2.3,0,0,0,0,0,0,0.45788,0.497,0.0705,1.33
1032,1.4259,0,0,0.00191,0.233,2.3,0,0,0,0,0,0,0.45641,0.49922,0.06959,1.33
1033,1.4258,0,0,0.00185,0.23,2.3,0,0,0,0,0,0,0.45495,0.50144,0.06869,1.33
1034,1.4257,0,0,0.0018,0.225,2.3,0,0,0,0,0,0,0.45349,0.50364,0.06778,1.33
1035,1.4256,0,0,0.00175,0.22,2.3,0,0,0,0,0,0,0.45204,0.50584,0.06688,1.33
1036,1.4255,0,0,0.0017,0.215,2.3,0,0,0,0,0,0,0.45059,0.50803,0.06598,1.33
1037,1.4254,0,0,0.00165,0.211,2.3,0,0,0,0,0,0,0.44916,0.51021,0.06507,1.33
1038,1.4253,0,0,0.0016,0.206,2.3,0,0,0,0,0,0,0.44773,0.51239,0.06417,1.33
1039,1.4252,0,0,0.00155,0.202,2.3,0,0,0,0,0,0,0.4463,0.51456,0.06327,1.33
1040,1.4251,0,0,0.0015,0.198,2.3,0,0,0,0,0,0,0.44488,0.51672,0.06237,1.33
1041,1.425,0,0,0.00146,0.194,2.3,0,0,0,0,0,0,0.44346,0.51887,0.06146,1.33
1042,1.4249,0,0,0.00141,0.19,2.3,0,0,0,0,0,0,0.44204,0.52102,0.06056,1.33
1043,1.4248,0,0,0.00136,0.187,2.3,0,0,0,0,0,0,0.44063,0.52316,0.05966,1.33
1044,1.4247,0,0,0.00132,0.184,2.3,0,0,0,0,0,0,0.43923,0.5253,0.05876,1.33
1045,1.4246,0,0,0.00127,0.182,2.3,0,0,0,0,0,0,0.43783,0.52743,0.05786,1.33
